Date,Open,High,Low,Close,Adj Close,Volume
2016-09-02,168.520004,169.740005,167.899994,169.179993,159.005035,1747500
2016-09-06,168.720001,169.789993,167.470001,169.330002,159.146057,2034900
2016-09-07,168.699997,170.210007,168.649994,169.669998,159.465576,1584300
2016-09-08,169.350006,171.880005,168.710007,171.660004,161.335938,3031600
2016-09-09,170.830002,172.419998,168.509995,168.570007,158.431763,3411800
2016-09-12,167.009995,171.669998,166.229996,171.059998,160.772003,2647900
2016-09-13,168.539993,169.970001,166.380005,167.000000,156.956146,2788200
2016-09-14,167.000000,167.860001,165.589996,166.160004,156.166687,1995900
2016-09-15,165.779999,168.759995,165.759995,168.080002,157.971222,1645200
2016-09-16,167.850006,168.050003,165.610001,166.000000,156.016312,4534900
2016-09-19,167.339996,168.309998,165.679993,166.210007,156.213684,2030700
2016-09-20,167.679993,168.279999,166.389999,166.470001,156.458023,1532900
2016-09-21,167.419998,168.279999,165.929993,167.029999,156.984406,2333600
2016-09-22,168.449997,169.330002,167.699997,168.020004,157.914841,2467700
2016-09-23,167.750000,168.100006,165.050003,165.130005,155.198639,3421200
2016-09-26,163.830002,163.970001,161.000000,161.479996,151.768158,2772200
2016-09-27,160.720001,163.449997,159.820007,162.889999,153.093369,2602700
2016-09-28,163.339996,163.789993,161.679993,163.449997,153.619644,1678100
2016-09-29,163.380005,163.960007,157.770004,158.949997,149.390320,3733800
2016-09-30,159.949997,162.410004,157.800003,161.270004,151.570786,4497200
2016-10-03,160.500000,161.720001,160.250000,161.070007,151.382843,2444700
2016-10-04,161.240005,164.149994,161.229996,162.270004,152.510651,2469900
2016-10-05,163.320007,166.570007,163.009995,166.399994,156.392258,2548200
2016-10-06,167.179993,167.289993,164.820007,167.149994,157.097153,2858000
2016-10-07,167.500000,169.979996,166.240005,169.830002,159.615967,3390200
2016-10-10,170.520004,171.750000,170.100006,171.039993,160.753174,2532000
2016-10-11,169.839996,170.869995,167.910004,169.039993,158.873489,2680000
2016-10-12,169.039993,169.990005,168.300003,169.300003,159.117828,2404000
2016-10-13,167.600006,167.630005,165.509995,167.419998,157.350922,2713700
2016-10-14,171.600006,172.949997,169.110001,170.520004,160.264481,5282300
2016-10-17,170.500000,171.270004,168.449997,169.000000,158.835892,3061400
2016-10-18,172.009995,173.470001,171.100006,172.630005,162.247574,4482500
2016-10-19,173.369995,175.679993,173.179993,174.509995,164.014511,3676000
2016-10-20,174.000000,175.789993,173.800003,174.509995,164.014511,2471100
2016-10-21,172.839996,174.899994,172.509995,174.669998,164.164871,2004400
2016-10-24,175.500000,175.789993,174.350006,175.119995,164.587784,1943200
2016-10-25,175.039993,175.960007,174.639999,175.550003,164.991959,2423300
2016-10-26,174.789993,177.899994,173.929993,177.070007,166.420532,2533800
2016-10-27,178.190002,178.850006,176.570007,177.750000,167.059616,3021900
2016-10-28,178.509995,178.509995,175.460007,177.139999,166.486313,2042800
2016-10-31,177.679993,178.500000,177.229996,178.240005,167.520187,1828200
2016-11-01,179.000000,179.179993,176.610001,178.059998,167.350998,2900600
2016-11-02,177.070007,177.500000,176.070007,176.580002,165.959976,2104800
2016-11-03,176.770004,177.970001,176.210007,176.210007,165.612259,1972700
2016-11-04,176.330002,177.339996,174.729996,175.919998,165.339691,1846500
2016-11-07,179.000000,181.500000,179.000000,181.479996,170.565308,3338800
2016-11-08,180.110001,182.679993,178.460007,181.919998,170.978821,2646200
2016-11-09,185.000000,193.539993,183.449997,192.630005,181.044739,7823800
2016-11-10,194.529999,204.669998,194.000000,200.869995,188.789108,11345400
2016-11-11,198.250000,205.000000,198.250000,203.940002,191.674469,6290200
2016-11-14,204.149994,211.770004,204.149994,209.179993,196.599319,8248100
2016-11-15,206.559998,211.199997,205.169998,211.190002,198.488480,4893800
2016-11-16,207.350006,208.080002,204.830002,206.259995,193.854950,5276200
2016-11-17,206.259995,209.690002,205.669998,209.630005,197.022278,3572400
2016-11-18,209.869995,212.070007,209.720001,210.350006,197.698975,4278200
2016-11-21,211.460007,211.690002,209.179993,211.080002,198.385117,2860200
2016-11-22,211.360001,211.949997,209.889999,211.110001,198.413254,2945700
2016-11-23,211.500000,213.410004,209.369995,212.309998,199.541107,3717400
2016-11-25,211.360001,212.750000,211.000000,211.380005,198.667038,1974000
2016-11-28,210.000000,211.759995,209.600006,210.350006,197.698975,3297400
2016-11-29,209.990005,212.919998,209.919998,211.750000,199.631653,2577600
2016-11-30,215.199997,220.770004,214.970001,219.289993,206.740128,6507900
2016-12-01,220.929993,227.160004,220.350006,226.630005,213.660065,7606500
2016-12-02,226.000000,226.250000,221.220001,223.360001,210.577209,5297400
2016-12-05,225.520004,229.199997,225.240005,228.550003,215.470200,4599300
2016-12-06,230.179993,232.669998,227.899994,231.380005,218.138275,5259300
2016-12-07,230.399994,236.089996,230.399994,235.559998,222.079010,6595200
2016-12-08,236.880005,242.419998,236.000000,241.449997,227.631927,7343700
2016-12-09,240.610001,242.000000,238.880005,241.850006,228.009064,5456000
2016-12-12,240.500000,242.830002,236.369995,237.169998,223.596878,5022000
2016-12-13,239.000000,240.179993,235.509995,238.550003,224.897919,4680500
2016-12-14,235.669998,243.119995,235.369995,239.929993,226.198944,6172400
2016-12-15,242.490005,245.570007,241.619995,243.000000,229.093246,4829700
2016-12-16,242.800003,243.190002,238.399994,238.899994,225.227875,6876400
2016-12-19,238.339996,239.740005,236.259995,239.070007,225.388153,3743300
2016-12-20,240.520004,243.649994,240.229996,243.089996,229.178070,4487700
2016-12-21,242.240005,242.399994,240.080002,241.440002,227.622513,3277800
2016-12-22,241.229996,242.860001,239.550003,240.119995,226.378052,2636500
2016-12-23,239.539993,241.899994,238.910004,240.970001,227.179398,2187500
2016-12-27,241.949997,242.589996,240.399994,241.559998,227.735626,1998200
2016-12-28,243.690002,244.500000,240.440002,240.649994,226.877747,3053000
2016-12-29,240.750000,241.070007,236.639999,238.179993,224.549103,2619000
2016-12-30,238.509995,240.500000,237.399994,239.449997,225.746429,2355500
2017-01-03,242.699997,244.970001,237.970001,241.570007,227.745087,4384200
2017-01-04,241.440002,243.320007,240.029999,243.130005,229.215790,2728700
2017-01-05,242.720001,243.229996,236.779999,241.320007,227.509384,3562600
2017-01-06,242.289993,246.199997,241.369995,244.899994,230.884491,3591100
2017-01-09,243.250000,244.690002,241.470001,242.889999,228.989517,3022800
2017-01-10,240.869995,243.440002,239.050003,242.570007,228.687851,3432900
2017-01-11,242.770004,245.839996,242.000000,245.759995,231.695297,3532600
2017-01-12,245.059998,245.470001,241.570007,243.839996,229.885147,4022300
2017-01-13,245.429993,247.770004,242.910004,244.300003,230.318817,4186100
2017-01-17,242.940002,243.059998,235.610001,235.740005,222.248703,6277200
2017-01-18,236.000000,237.690002,231.520004,234.289993,220.881714,7590500
2017-01-19,234.070007,234.750000,230.619995,231.410004,218.166519,4561800
2017-01-20,231.619995,233.229996,230.539993,232.199997,218.911285,5211800
2017-01-23,231.860001,233.750000,230.750000,232.669998,219.354431,3136200
2017-01-24,231.860001,236.059998,230.839996,233.679993,220.306580,4448200
2017-01-25,235.529999,237.330002,234.490005,237.250000,223.672287,3716800
2017-01-26,237.470001,240.789993,237.470001,239.580002,225.868942,4195600
2017-01-27,236.899994,237.970001,236.009995,236.949997,223.389450,3253100
2017-01-30,235.580002,236.289993,231.520004,233.899994,220.514008,3803300
2017-01-31,232.850006,234.350006,228.160004,229.320007,216.196121,5156400
2017-02-01,230.509995,232.860001,229.520004,230.669998,217.468872,4024500
2017-02-02,228.509995,232.330002,227.050003,230.410004,217.223740,2775700
2017-02-03,234.520004,241.110001,234.199997,240.949997,227.160553,7381000
2017-02-06,239.600006,243.649994,239.169998,239.979996,226.246048,4639200
2017-02-07,241.149994,241.440002,239.389999,239.619995,225.906693,2660200
2017-02-08,238.300003,238.940002,236.309998,237.729996,224.124817,2744700
2017-02-09,237.729996,243.289993,237.419998,241.550003,227.726212,3550800
2017-02-10,243.369995,244.160004,241.229996,242.720001,228.829254,3072800
2017-02-13,244.490005,247.479996,244.490005,246.270004,232.176102,2998200
2017-02-14,246.009995,250.000000,245.690002,249.460007,235.183533,4141500
2017-02-15,250.580002,251.949997,248.509995,250.539993,236.201736,4296600
2017-02-16,250.300003,250.779999,248.440002,249.440002,235.164658,2286300
2017-02-17,247.509995,250.559998,247.110001,250.380005,236.050888,3262300
2017-02-21,251.000000,252.649994,250.710007,251.759995,237.351898,2794900
2017-02-22,250.059998,252.350006,250.000000,251.729996,237.323624,2378800
2017-02-23,251.309998,251.899994,249.320007,251.190002,236.814529,2594700
2017-02-24,247.699997,248.880005,246.100006,247.350006,233.194290,3565400
2017-02-27,247.210007,249.759995,246.610001,249.330002,235.060974,2372600
2017-02-28,248.000000,249.000000,245.610001,248.059998,234.474915,3627100
2017-03-01,253.710007,255.149994,251.259995,252.710007,238.870285,5218300
2017-03-02,253.520004,254.240005,250.970001,251.059998,237.310623,3020000
2017-03-03,251.059998,254.750000,251.059998,252.889999,239.040405,3163700
2017-03-06,252.169998,252.729996,250.500000,252.009995,238.208588,2467000
2017-03-07,252.490005,253.000000,250.309998,250.899994,237.159409,2497300
2017-03-08,253.619995,254.770004,249.610001,250.240005,236.535553,3574400
2017-03-09,251.220001,252.740005,249.520004,250.179993,236.478821,3061500
2017-03-10,251.839996,251.899994,246.869995,248.380005,234.777451,3365900
2017-03-13,249.320007,249.320007,247.210007,248.160004,234.569443,1801100
2017-03-14,246.809998,247.830002,245.410004,247.720001,234.153534,2144200
2017-03-15,248.350006,250.279999,245.559998,246.779999,233.265030,3427000
2017-03-16,247.850006,250.199997,247.309998,248.220001,234.626175,2940600
2017-03-17,249.679993,249.679993,243.860001,243.940002,230.580536,5438100
2017-03-20,243.320007,244.929993,241.520004,242.139999,228.879120,2759100
2017-03-21,243.309998,243.309998,232.789993,233.000000,220.239685,5660900
2017-03-22,231.220001,232.919998,229.160004,231.070007,218.415421,6291300
2017-03-23,230.750000,234.630005,229.949997,231.899994,219.199936,4770700
2017-03-24,233.000000,233.699997,226.970001,228.410004,215.901062,6387300
2017-03-27,223.300003,227.070007,220.850006,225.479996,213.131561,9194800
2017-03-28,225.580002,229.750000,225.100006,229.330002,216.770691,4471200
2017-03-29,229.389999,229.970001,227.520004,228.449997,215.938858,2636000
2017-03-30,229.479996,232.000000,229.380005,231.220001,218.557175,3156800
2017-03-31,230.529999,230.800003,228.729996,229.720001,217.139313,2858400
2017-04-03,230.000000,230.100006,225.570007,228.960007,216.420914,3735600
2017-04-04,227.720001,230.690002,227.279999,229.259995,216.704498,3042700
2017-04-05,232.149994,232.889999,227.309998,227.660004,215.192169,5286900
2017-04-06,227.089996,230.119995,225.710007,228.639999,216.118454,2927200
2017-04-07,226.600006,228.830002,226.229996,227.880005,215.400101,2853300
2017-04-10,228.000000,229.789993,226.949997,228.889999,216.354782,2653900
2017-04-11,227.779999,229.399994,225.389999,227.740005,215.267746,3374700
2017-04-12,227.649994,228.250000,225.229996,225.750000,213.386719,2947500
2017-04-13,225.179993,228.169998,223.080002,223.320007,211.089828,3653700
2017-04-17,223.899994,226.880005,223.020004,226.259995,213.868805,4190900
2017-04-18,219.320007,219.889999,213.179993,215.589996,203.783173,12464000
2017-04-19,215.869995,217.179993,213.610001,214.089996,202.365295,6428800
2017-04-20,215.500000,218.979996,215.000000,218.059998,206.117889,5168200
2017-04-21,218.550003,219.179993,216.380005,216.860001,204.983597,3845700
2017-04-24,221.179993,224.809998,220.300003,223.220001,210.995300,5353500
2017-04-25,226.199997,227.979996,225.149994,226.630005,214.218567,3996900
2017-04-26,227.100006,229.360001,226.089996,226.199997,213.812088,3765300
2017-04-27,226.699997,226.699997,223.520004,225.809998,213.443436,2805800
2017-04-28,225.309998,226.770004,223.720001,223.800003,211.543549,2936600
2017-05-01,224.899994,226.389999,220.929993,224.850006,212.536011,3004800
2017-05-02,224.860001,225.839996,223.179993,225.119995,212.791245,2602400
2017-05-03,224.449997,226.690002,224.320007,226.309998,213.916077,3042200
2017-05-04,228.259995,228.889999,224.809998,226.589996,214.180725,2935400
2017-05-05,226.880005,227.470001,225.300003,226.869995,214.445404,2435800
2017-05-08,226.750000,227.339996,224.600006,225.029999,212.706161,2316800
2017-05-09,225.470001,226.570007,222.929993,223.759995,211.505707,2145400
2017-05-10,223.460007,225.350006,223.059998,224.880005,212.564377,2630400
2017-05-11,224.350006,225.089996,222.149994,224.759995,212.450958,2440300
2017-05-12,223.490005,224.490005,222.479996,222.820007,210.617218,2166100
2017-05-15,223.130005,226.570007,222.850006,225.119995,212.791245,2468100
2017-05-16,225.440002,226.820007,224.410004,225.600006,213.244949,1710700
2017-05-17,225.600006,225.600006,213.119995,213.720001,202.015564,7525700
2017-05-18,214.000000,217.610001,213.860001,215.160004,203.376694,4792400
2017-05-19,214.869995,217.800003,214.000000,215.389999,203.594101,3747100
2017-05-22,217.369995,217.639999,215.399994,216.020004,204.189621,2506100
2017-05-23,215.970001,220.789993,214.660004,219.639999,207.611359,3308800
2017-05-24,220.000000,224.399994,219.449997,223.830002,211.571899,4141600
2017-05-25,224.410004,225.449997,222.300003,222.470001,210.286392,2640000
2017-05-26,222.009995,224.229996,221.179993,223.529999,211.288300,1787100
2017-05-30,221.830002,222.440002,218.009995,218.419998,207.153229,3097800
2017-05-31,218.240005,218.300003,209.619995,211.259995,200.362549,8312000
2017-06-01,212.610001,215.929993,210.789993,215.009995,203.919098,4057900
2017-06-02,212.940002,215.210007,211.910004,213.309998,202.306824,3692000
2017-06-05,213.080002,215.809998,212.679993,213.990005,202.951736,2696600
2017-06-06,212.509995,216.020004,212.479996,214.529999,203.463898,2891300
2017-06-07,215.369995,217.229996,214.309998,215.779999,204.649414,2679400
2017-06-08,215.779999,221.000000,214.630005,218.759995,207.475693,3765600
2017-06-09,220.830002,223.850006,219.750000,222.440002,210.965851,4455400
2017-06-12,223.630005,225.229996,221.910004,221.910004,210.463196,3388200
2017-06-13,223.350006,226.800003,222.770004,224.199997,212.635071,2767800
2017-06-14,222.990005,226.940002,221.759995,226.509995,214.825912,3652900
2017-06-15,224.809998,226.350006,222.800003,223.229996,211.715118,3378900
2017-06-16,222.649994,223.669998,221.130005,221.809998,210.368347,3758300
2017-06-19,223.429993,227.039993,223.110001,226.130005,214.465546,2900900
2017-06-20,225.509995,226.539993,224.190002,225.100006,213.488647,2264200
2017-06-21,224.539993,224.929993,221.929993,222.490005,211.013306,3015300
2017-06-22,221.440002,221.899994,219.289993,219.770004,208.433594,3344600
2017-06-23,220.500000,220.690002,216.460007,217.190002,205.986679,4448700
2017-06-26,218.259995,221.970001,217.699997,220.440002,209.069031,2589500
2017-06-27,221.839996,222.410004,219.559998,220.279999,208.917267,2899400
2017-06-28,221.869995,224.630005,220.750000,223.220001,211.705612,3482800
2017-06-29,228.369995,228.789993,223.029999,224.410004,212.834244,5063400
2017-06-30,225.309998,226.050003,221.539993,221.899994,210.453705,3154300
2017-07-03,224.460007,229.070007,223.419998,227.279999,215.556183,2846600
2017-07-05,228.380005,228.919998,225.210007,228.039993,216.276978,2772000
2017-07-06,227.970001,230.059998,225.250000,226.690002,214.996597,3076600
2017-07-07,228.229996,228.490005,224.419998,225.279999,213.659378,2697600
2017-07-10,224.270004,227.339996,223.960007,225.839996,214.190460,2357500
2017-07-11,226.039993,227.949997,224.669998,226.949997,215.243225,2742900
2017-07-12,226.399994,229.020004,226.070007,227.389999,215.660522,2567300
2017-07-13,227.389999,230.639999,226.949997,230.399994,218.515259,2852600
2017-07-14,227.220001,229.610001,225.100006,228.600006,216.808151,3703600
2017-07-17,228.729996,229.639999,227.210007,229.259995,217.434082,2551800
2017-07-18,227.500000,230.360001,222.759995,223.309998,211.790985,6400700
2017-07-19,222.910004,224.199997,221.669998,222.869995,211.373688,4884600
2017-07-20,223.000000,224.759995,221.610001,222.300003,210.833069,3497800
2017-07-21,221.889999,222.309998,219.089996,220.179993,208.822449,3446600
2017-07-24,218.940002,219.729996,218.000000,218.179993,206.925598,3123100
2017-07-25,220.339996,222.869995,220.179993,221.580002,210.150223,3509500
2017-07-26,222.449997,223.740005,221.869995,222.250000,210.785645,2792500
2017-07-27,221.839996,222.710007,220.429993,221.479996,210.055389,2812500
2017-07-28,221.770004,223.669998,220.860001,223.610001,212.075516,2483200
2017-07-31,223.949997,225.500000,223.050003,225.330002,213.706802,1994900
2017-08-01,227.089996,228.619995,226.729996,227.000000,215.290634,2986800
2017-08-02,226.399994,227.729996,225.570007,226.270004,214.598297,1863300
2017-08-03,226.000000,226.740005,223.970001,223.990005,212.435913,2106400
2017-08-04,226.050003,229.789993,225.059998,229.789993,217.936722,3400300
2017-08-07,229.800003,233.130005,229.289993,232.919998,220.905258,3809800
2017-08-08,232.399994,235.830002,231.699997,232.050003,220.080170,3322500
2017-08-09,230.320007,231.490005,229.059998,231.009995,219.093796,2571100
2017-08-10,229.020004,229.449997,225.470001,225.500000,213.868011,3325500
2017-08-11,225.070007,226.679993,222.649994,224.149994,212.587646,2956600
2017-08-14,226.369995,229.830002,226.300003,227.360001,215.632050,2266100
2017-08-15,229.570007,230.610001,227.500000,227.589996,215.850174,1867000
2017-08-16,228.259995,229.009995,225.000000,225.610001,213.972321,2393900
2017-08-17,224.380005,225.979996,221.110001,221.419998,209.998444,3460300
2017-08-18,220.789993,224.089996,220.550003,222.149994,210.690826,3149300
2017-08-21,222.399994,222.399994,219.210007,220.789993,209.400955,2203300
2017-08-22,221.860001,223.779999,221.330002,223.580002,212.047043,2021300
2017-08-23,221.899994,224.809998,221.330002,222.740005,211.250381,2568000
2017-08-24,223.770004,224.570007,222.589996,222.990005,211.487488,2263000
2017-08-25,223.639999,224.949997,222.130005,222.470001,210.994293,2232500
2017-08-28,222.910004,223.089996,218.860001,220.350006,208.983673,2641600
2017-08-29,217.270004,220.130005,215.750000,219.960007,209.326263,2369100
2017-08-30,220.250000,224.220001,220.089996,222.419998,211.667343,2411400
2017-08-31,223.250000,224.490005,222.580002,223.740005,212.923523,2240600
2017-09-01,224.550003,227.559998,223.529999,225.880005,214.960052,2346900
2017-09-05,223.850006,224.000000,217.300003,217.779999,207.251663,5646200
2017-09-06,218.979996,221.020004,217.610001,218.830002,208.250900,3613600
2017-09-07,218.729996,218.809998,214.639999,215.839996,205.405426,3594600
2017-09-08,215.509995,219.279999,215.399994,217.210007,206.709213,3120900
2017-09-11,220.070007,221.889999,218.990005,221.059998,210.373077,2971500
2017-09-12,222.539993,227.690002,222.020004,225.949997,215.026688,3745800
2017-09-13,225.250000,227.139999,224.720001,226.559998,215.607178,2383500
2017-09-14,226.100006,228.100006,226.050003,226.850006,215.883209,1986600
2017-09-15,227.149994,227.210007,223.820007,225.220001,214.331970,4365800
2017-09-18,226.300003,229.000000,225.660004,227.529999,216.530289,2466800
2017-09-19,228.009995,230.139999,227.330002,228.910004,217.843582,1858000
2017-09-20,229.500000,231.649994,228.500000,229.789993,218.681015,2682300
2017-09-21,229.889999,232.100006,229.399994,231.289993,220.108505,1800800
2017-09-22,230.639999,231.490005,228.880005,231.029999,219.861069,1861800
2017-09-25,230.770004,231.860001,228.360001,230.259995,219.128311,2261800
2017-09-26,230.860001,231.440002,229.029999,229.940002,218.823792,1770000
2017-09-27,234.070007,235.600006,232.910004,234.759995,223.410767,3072100
2017-09-28,235.000000,236.199997,233.500000,235.470001,224.086456,2121800
2017-09-29,235.009995,237.600006,234.570007,237.190002,225.723297,1902300
2017-10-02,237.199997,241.100006,237.100006,240.649994,229.016022,2501300
2017-10-03,241.070007,242.710007,239.690002,241.619995,229.939133,2010800
2017-10-04,241.619995,242.880005,240.119995,240.309998,228.692459,1840400
2017-10-05,241.000000,246.320007,240.119995,246.059998,234.164459,3521300
2017-10-06,246.300003,247.080002,244.610001,246.020004,234.126434,2396100
2017-10-09,245.149994,246.350006,242.020004,242.800003,231.062103,2165200
2017-10-10,242.800003,243.729996,241.699997,242.600006,230.871765,2187100
2017-10-11,242.000000,243.199997,241.350006,242.399994,230.681427,2175700
2017-10-12,242.330002,243.419998,238.750000,239.800003,228.207138,2148200
2017-10-13,239.000000,239.449997,236.839996,238.529999,226.998520,2491000
2017-10-16,238.600006,242.759995,238.350006,242.410004,230.690948,2969200
2017-10-17,244.440002,244.889999,235.190002,236.089996,224.676468,7088400
2017-10-18,236.869995,242.649994,236.869995,242.029999,230.329315,4235900
2017-10-19,240.350006,240.990005,238.100006,239.990005,228.387955,2710900
2017-10-20,242.949997,245.250000,240.669998,244.729996,232.898788,3022800
2017-10-23,244.389999,245.330002,241.380005,242.130005,230.424469,1963300
2017-10-24,243.600006,246.250000,243.000000,244.839996,233.003479,2285300
2017-10-25,246.160004,246.500000,240.800003,241.710007,230.024780,2904300
2017-10-26,242.610001,244.000000,241.529999,241.720001,230.034302,1948800
2017-10-27,240.850006,242.440002,239.669998,241.710007,230.024780,2111500
2017-10-30,240.100006,242.589996,239.529999,240.889999,229.244446,1764400
2017-10-31,240.679993,244.179993,240.630005,242.479996,230.757553,2658700
2017-11-01,243.889999,247.399994,242.910004,244.259995,232.451508,2969600
2017-11-02,244.690002,247.740005,243.380005,246.880005,234.944839,2509100
2017-11-03,245.369995,246.279999,243.190002,244.399994,232.584732,1954600
2017-11-06,243.500000,244.580002,241.669998,243.490005,231.718750,1744800
2017-11-07,243.910004,244.979996,238.839996,239.809998,228.216644,2483900
2017-11-08,239.199997,242.320007,237.550003,241.250000,229.587021,2349800
2017-11-09,239.509995,242.369995,237.839996,240.789993,229.149246,2122400
2017-11-10,241.690002,243.320007,240.000000,240.149994,228.540192,1845600
2017-11-13,237.970001,240.899994,237.160004,240.270004,228.654419,1953900
2017-11-14,239.649994,240.880005,235.630005,237.240005,225.770889,3000200
2017-11-15,234.970001,238.149994,233.550003,237.610001,226.123016,2564100
2017-11-16,238.380005,240.690002,238.199997,239.369995,227.797882,2304300
2017-11-17,238.860001,239.080002,237.119995,238.020004,226.513153,2826400
2017-11-20,238.779999,238.779999,237.110001,238.130005,226.617844,2000700
2017-11-21,239.410004,239.589996,237.539993,238.020004,226.513153,2223800
2017-11-22,237.940002,238.949997,236.360001,236.429993,225.000046,2177200
2017-11-24,237.419998,238.559998,235.550003,235.949997,224.543259,1268500
